rdp,netbios,mdns,smb,dhcp,ssdp,tpkt,arp,ipaddrsrc,ipaddrdst
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0,0,0,0,0,0,0,,
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0,0,0,0,0,0,192168254114,10119224111
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0x021f080008000000,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0,0x5645558242a6,0,0,0,0,0,192.168.200.2,224.0.0.251
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0x5645558242a6,0,0,0,0,0,0,192.168.200.2,192168200255
0,0,0,0,0,0,0,1,,
0,0,0,0,0,0,0,2,,
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,192168254114,10119224111
0,0,0,0,0,0,0,0,192168254114,10119224111
0,0,0,0,0,0,0,0,10119224111,192168254114
0x021f080008000000,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
0,0,0,0,0,0,0,0,10119224111,192168254114
